Timestamp,Flow_Rate,Pressure
2023-01-01 00:00:00+00:00,20.049671415301123,21.03240839693948
2023-01-01 00:01:00+00:00,20.184842900677943,20.94155834979961
2023-01-01 00:02:00+00:00,20.45418719611872,20.85336879397229
2023-01-01 00:03:00+00:00,20.716945459035838,20.886503243793765
2023-01-01 00:04:00+00:00,20.69394075342719,20.79980666159676
2023-01-01 00:05:00+00:00,20.81805728911298,20.63343031777976
2023-01-01 00:06:00+00:00,21.089960367517964,20.278436002154407
2023-01-01 00:07:00+00:00,21.06219320290375,20.13904590531512
2023-01-01 00:08:00+00:00,20.95262616444801,20.003926820839066
2023-01-01 00:09:00+00:00,21.02810363523679,19.87035241801915
2023-01-01 00:10:00+00:00,23.862955657544436,19.53593573966833
2023-01-01 00:11:00+00:00,20.761923428462563,19.392932985078275
2023-01-01 00:12:00+00:00,20.699659407707756,19.151972787058153
2023-01-01 00:13:00+00:00,20.324173347355686,19.023490584222984
2023-01-01 00:14:00+00:00,20.162496366904602,19.13903024157076
2023-01-01 00:15:00+00:00,20.08489125513577,19.145631506256635
2023-01-01 00:16:00+00:00,19.840342744538976,18.99450421204721
2023-01-01 00:17:00+00:00,19.775883631232695,19.13355509720974
2023-01-01 00:18:00+00:00,19.466677149153025,19.139405186170617
2023-01-01 00:19:00+00:00,19.246911738923753,19.144520312625072
2023-01-01 00:20:00+00:00,19.38976238158423,16.382495939687228
2023-01-01 00:21:00+00:00,19.105846597537756,19.6635428353059
2023-01-01 00:22:00+00:00,19.05515074657928,19.689084526110584
2023-01-01 00:23:00+00:00,18.86383417774519,20.044311838646344
2023-01-01 00:24:00+00:00,18.94939711871164,19.82552447303047
2023-01-01 00:25:00+00:00,19.052167984307847,20.36585243590075
2023-01-01 00:26:00+00:00,19.001445986537615,20.477221378124195
2023-01-01 00:27:00+00:00,19.264805314278583,20.604792140896045
2023-01-01 00:28:00+00:00,19.3086694931358,20.7847419561638
2023-01-01 00:29:00+00:00,19.506228445606915,20.68676262548123
2023-01-01 00:30:00+00:00,19.660413840578133,20.938203097866616
2023-01-01 00:31:00+00:00,19.660413840578133,21.03225335417439
2023-01-01 00:32:00+00:00,19.660413840578133,21.140974323232346
2023-01-01 00:33:00+00:00,19.660413840578133,20.898405570131164
2023-01-01 00:34:00+00:00,19.660413840578133,20.78854813006051
2023-01-01 00:35:00+00:00,20.534902233721684,20.70372654998485
2023-01-01 00:36:00+00:00,20.814554223349628,20.699891526302462
2023-01-01 00:37:00+00:00,20.70274108342365,20.47142243854036
2023-01-01 00:38:00+00:00,20.835101067141643,20.19828382220555
2023-01-01 00:39:00+00:00,21.018229468961515,20.105282163873984
2023-01-01 00:40:00+00:00,21.063204904622925,19.864207721126192
2023-01-01 00:41:00+00:00,20.957867384798767,19.757709638069453
2023-01-01 00:42:00+00:00,20.843034079849456,19.41050603649558
2023-01-01 00:43:00+00:00,20.704286728315182,19.28851373802021
2023-01-01 00:44:00+00:00,20.43706499385502,19.14969617062513
2023-01-01 00:45:00+00:00,20.340134064402285,18.942518243302114
2023-01-01 00:46:00+00:00,20.17682603700427,19.05476840630229
2023-01-01 00:47:00+00:00,20.13048764807525,19.02641248518278
2023-01-01 00:48:00+00:00,19.860035047733867,19.01582348987012
2023-01-01 00:49:00+00:00,19.457216855211797,19.04611501455773
